CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,DistrictID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1144,110033021202501144,202501144,2025-12-02 09:00:00,9177,3021,1003,1,1,102,1003,2,4004,2025-12-01 10:00:00,2025-12-01 21:00:00,2025-12-02 09:00:00,13.026909,77.70721,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1145,110023013202601145,202601145,2026-02-21 10:00:00,9297,3013,1002,1,1,104,1007,2,4015,2026-02-20 02:00:00,2026-02-20 07:00:00,2026-02-21 10:00:00,12.856399,77.502529,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1146,110023013202501146,202501146,2025-10-08 16:00:00,9080,3013,1002,1,2,103,1005,3,4003,2025-10-06 21:00:00,2025-10-07 04:00:00,2025-10-08 16:00:00,13.111657,77.576953,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1147,110043027202601147,202601147,2026-01-15 23:00:00,9062,3027,1004,1,2,102,1004,2,4013,2026-01-14 06:00:00,2026-01-14 08:00:00,2026-01-15 23:00:00,13.073559,77.571384,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1148,110013007202501148,202501148,2025-08-18 07:00:00,9273,3007,1001,1,2,103,1006,1,4001,2025-08-16 21:00:00,2025-08-17 03:00:00,2025-08-18 07:00:00,12.974775,77.598351,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1149,110053035202501149,202501149,2025-12-29 21:00:00,9095,3035,1005,1,1,101,1001,3,4003,2025-12-29 11:00:00,2025-12-29 14:00:00,2025-12-29 21:00:00,12.910593,77.632211,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1150,110033018202601150,202601150,2026-01-30 02:00:00,9092,3018,1003,1,1,103,1005,1,4009,2026-01-29 00:00:00,2026-01-29 06:00:00,2026-01-30 02:00:00,12.864591,77.699883,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1151,110053037202501151,202501151,2025-09-01 05:00:00,9025,3037,1005,1,1,102,1003,1,4002,2025-08-31 07:00:00,2025-08-31 16:00:00,2025-09-01 05:00:00,12.935312,77.533241,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1152,110033021202501152,202501152,2025-10-14 02:00:00,9156,3021,1003,1,1,101,1002,1,4002,2025-10-13 02:00:00,2025-10-13 04:00:00,2025-10-14 02:00:00,12.825498,77.716431,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1153,110013002202501153,202501153,2025-12-11 22:00:00,9074,3002,1001,1,2,103,1005,2,4008,2025-12-10 17:00:00,2025-12-11 01:00:00,2025-12-11 22:00:00,12.919248,77.547105,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1154,110053037202601154,202601154,2026-02-11 14:00:00,9056,3037,1005,1,2,103,1005,2,4006,2026-02-10 14:00:00,2026-02-10 22:00:00,2026-02-11 14:00:00,12.963729,77.717822,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1155,110053033202601155,202601155,2026-01-03 06:00:00,9014,3033,1005,1,1,104,1007,1,4005,2026-01-01 21:00:00,2026-01-01 22:00:00,2026-01-03 06:00:00,13.118406,77.502195,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1156,110053034202501156,202501156,2025-04-28 18:00:00,9236,3034,1005,1,2,102,1003,2,4015,2025-04-28 16:00:00,2025-04-28 23:00:00,2025-04-28 18:00:00,12.91394,77.459215,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1157,110043030202501157,202501157,2025-03-04 15:00:00,9079,3030,1004,1,1,104,1007,1,4003,2025-03-04 03:00:00,2025-03-04 09:00:00,2025-03-04 15:00:00,12.832662,77.474791,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1158,110033023202501158,202501158,2025-11-24 01:00:00,9190,3023,1003,1,2,104,1007,2,4015,2025-11-22 08:00:00,2025-11-22 11:00:00,2025-11-24 01:00:00,13.094353,77.454266,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1159,110013003202501159,202501159,2025-01-12 17:00:00,9281,3003,1001,1,2,101,1001,3,4015,2025-01-12 12:00:00,2025-01-12 19:00:00,2025-01-12 17:00:00,12.96612,77.659724,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1160,110053033202601160,202601160,2026-02-09 03:00:00,9316,3033,1005,1,1,103,1005,3,4008,2026-02-08 05:00:00,2026-02-08 16:00:00,2026-02-09 03:00:00,12.952004,77.566468,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1161,110023009202501161,202501161,2025-04-14 14:00:00,9356,3009,1002,1,2,104,1007,2,4009,2025-04-13 08:00:00,2025-04-13 10:00:00,2025-04-14 14:00:00,12.887224,77.572833,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1162,110023015202501162,202501162,2025-09-06 14:00:00,9221,3015,1002,1,1,104,1007,3,4006,2025-09-05 00:00:00,2025-09-05 06:00:00,2025-09-06 14:00:00,12.914704,77.554806,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1163,110043030202501163,202501163,2025-08-17 21:00:00,9038,3030,1004,1,1,101,1002,2,4006,2025-08-16 22:00:00,2025-08-17 10:00:00,2025-08-17 21:00:00,13.02541,77.563912,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1164,110023014202501164,202501164,2025-02-23 06:00:00,9171,3014,1002,1,2,103,1005,1,4015,2025-02-21 16:00:00,2025-02-22 01:00:00,2025-02-23 06:00:00,13.075506,77.484536,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1165,110023016202501165,202501165,2025-04-12 05:00:00,9146,3016,1002,1,1,103,1006,2,4001,2025-04-10 18:00:00,2025-04-10 23:00:00,2025-04-12 05:00:00,13.001987,77.538329,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1166,110043032202501166,202501166,2025-11-13 13:00:00,9233,3032,1004,1,1,104,1007,3,4005,2025-11-12 10:00:00,2025-11-12 15:00:00,2025-11-13 13:00:00,13.018187,77.675828,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1167,110013002202501167,202501167,2025-10-23 22:00:00,9041,3002,1001,1,2,101,1002,1,4014,2025-10-23 18:00:00,2025-10-24 06:00:00,2025-10-23 22:00:00,12.963737,77.699087,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1168,110023013202601168,202601168,2026-02-03 22:00:00,9047,3013,1002,1,2,104,1007,3,4013,2026-02-03 05:00:00,2026-02-03 07:00:00,2026-02-03 22:00:00,12.839691,77.655871,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1169,110023013202601169,202601169,2026-02-20 17:00:00,9328,3013,1002,1,1,101,1001,3,4006,2026-02-19 12:00:00,2026-02-19 13:00:00,2026-02-20 17:00:00,12.960095,77.647416,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1170,110053033202501170,202501170,2025-10-17 01:00:00,9012,3033,1005,1,2,102,1003,2,4010,2025-10-15 22:00:00,2025-10-16 03:00:00,2025-10-17 01:00:00,13.041546,77.737213,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1171,110013005202501171,202501171,2025-11-13 14:00:00,9248,3005,1001,1,2,102,1004,2,4006,2025-11-12 06:00:00,2025-11-12 09:00:00,2025-11-13 14:00:00,13.020514,77.643952,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1172,110013008202501172,202501172,2025-06-20 03:00:00,9255,3008,1001,1,1,102,1003,1,4013,2025-06-19 10:00:00,2025-06-19 17:00:00,2025-06-20 03:00:00,12.890497,77.53293,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1173,110033021202601173,202601173,2026-01-13 22:00:00,9316,3021,1003,1,2,103,1006,1,4006,2026-01-13 19:00:00,2026-01-14 06:00:00,2026-01-13 22:00:00,12.975879,77.636217,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1174,110013003202501174,202501174,2025-09-04 16:00:00,9206,3003,1001,1,2,101,1002,1,4015,2025-09-04 09:00:00,2025-09-04 12:00:00,2025-09-04 16:00:00,12.926263,77.722978,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1175,110053036202501175,202501175,2025-07-02 19:00:00,9195,3036,1005,1,1,102,1003,2,4012,2025-07-01 14:00:00,2025-07-02 00:00:00,2025-07-02 19:00:00,12.948673,77.508229,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1176,110013008202501176,202501176,2025-03-12 03:00:00,9148,3008,1001,1,1,102,1004,3,4012,2025-03-11 04:00:00,2025-03-11 12:00:00,2025-03-12 03:00:00,12.975919,77.729493,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1177,110023013202501177,202501177,2025-02-10 13:00:00,9058,3013,1002,1,1,102,1003,1,4001,2025-02-09 21:00:00,2025-02-10 00:00:00,2025-02-10 13:00:00,12.921976,77.704928,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1178,110053035202501178,202501178,2025-12-06 06:00:00,9321,3035,1005,1,2,104,1007,3,4003,2025-12-05 20:00:00,2025-12-06 02:00:00,2025-12-06 06:00:00,13.111609,77.742397,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1179,110023015202501179,202501179,2025-12-28 22:00:00,9059,3015,1002,1,1,101,1002,1,4005,2025-12-26 22:00:00,2025-12-27 05:00:00,2025-12-28 22:00:00,12.892577,77.606815,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1180,110043030202601180,202601180,2026-01-13 13:00:00,9288,3030,1004,1,2,104,1007,2,4013,2026-01-11 22:00:00,2026-01-12 04:00:00,2026-01-13 13:00:00,13.053096,77.620753,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1181,110033022202501181,202501181,2025-06-22 03:00:00,9042,3022,1003,1,2,101,1001,2,4012,2025-06-20 08:00:00,2025-06-20 16:00:00,2025-06-22 03:00:00,13.069298,77.449611,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1182,110013006202601182,202601182,2026-03-24 03:00:00,9024,3006,1001,1,1,101,1001,1,4007,2026-03-23 12:00:00,2026-03-24 00:00:00,2026-03-24 03:00:00,12.980123,77.480205,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1183,110013007202501183,202501183,2025-12-21 09:00:00,9343,3007,1001,1,2,101,1001,3,4007,2025-12-20 11:00:00,2025-12-20 12:00:00,2025-12-21 09:00:00,12.972582,77.709831,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1184,110023014202501184,202501184,2025-03-26 11:00:00,9190,3014,1002,1,2,104,1007,3,4009,2025-03-24 16:00:00,2025-03-24 23:00:00,2025-03-26 11:00:00,12.88565,77.515658,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1185,110033018202501185,202501185,2025-12-21 16:00:00,9289,3018,1003,1,1,104,1007,1,4007,2025-12-19 23:00:00,2025-12-20 10:00:00,2025-12-21 16:00:00,12.92617,77.472939,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1186,110043028202501186,202501186,2025-01-31 00:00:00,9011,3028,1004,1,2,103,1006,3,4013,2025-01-29 03:00:00,2025-01-29 06:00:00,2025-01-31 00:00:00,12.894345,77.627528,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1187,110023014202501187,202501187,2025-10-09 02:00:00,9144,3014,1002,1,1,102,1004,2,4013,2025-10-07 14:00:00,2025-10-07 16:00:00,2025-10-09 02:00:00,12.830924,77.718624,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1188,110023011202501188,202501188,2025-10-28 23:00:00,9201,3011,1002,1,2,104,1007,3,4005,2025-10-28 01:00:00,2025-10-28 08:00:00,2025-10-28 23:00:00,13.046653,77.626962,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1189,110023010202501189,202501189,2025-12-20 12:00:00,9358,3010,1002,1,2,102,1004,1,4007,2025-12-19 10:00:00,2025-12-19 16:00:00,2025-12-20 12:00:00,12.901779,77.505075,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1190,110053034202501190,202501190,2025-04-13 08:00:00,9040,3034,1005,1,1,101,1001,2,4015,2025-04-11 23:00:00,2025-04-12 01:00:00,2025-04-13 08:00:00,13.070116,77.456866,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1191,110013003202501191,202501191,2025-02-25 13:00:00,9244,3003,1001,1,2,102,1003,1,4011,2025-02-24 15:00:00,2025-02-24 20:00:00,2025-02-25 13:00:00,12.960675,77.652021,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1192,110043026202501192,202501192,2025-05-26 00:00:00,9229,3026,1004,1,2,104,1007,2,4007,2025-05-24 04:00:00,2025-05-24 07:00:00,2025-05-26 00:00:00,13.047758,77.640941,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1193,110013005202501193,202501193,2025-01-14 11:00:00,9139,3005,1001,1,2,104,1007,1,4001,2025-01-12 14:00:00,2025-01-12 22:00:00,2025-01-14 11:00:00,12.877118,77.446252,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1194,110043032202601194,202601194,2026-03-18 05:00:00,9207,3032,1004,1,1,101,1002,1,4004,2026-03-17 19:00:00,2026-03-17 20:00:00,2026-03-18 05:00:00,12.90988,77.728416,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1195,110033021202501195,202501195,2025-04-14 05:00:00,9394,3021,1003,1,2,103,1005,1,4014,2025-04-13 00:00:00,2025-04-13 12:00:00,2025-04-14 05:00:00,13.110686,77.486378,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1196,110033024202501196,202501196,2025-07-01 18:00:00,9298,3024,1003,1,2,103,1006,3,4009,2025-06-29 21:00:00,2025-06-30 06:00:00,2025-07-01 18:00:00,12.822312,77.558163,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1197,110043030202601197,202601197,2026-01-02 18:00:00,9065,3030,1004,1,2,101,1001,2,4003,2025-12-31 23:00:00,2026-01-01 02:00:00,2026-01-02 18:00:00,13.034291,77.514321,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1198,110043025202501198,202501198,2025-04-03 07:00:00,9102,3025,1004,1,2,101,1001,1,4013,2025-04-01 17:00:00,2025-04-01 19:00:00,2025-04-03 07:00:00,12.943683,77.571585,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1199,110033023202501199,202501199,2025-05-15 17:00:00,9110,3023,1003,1,2,102,1004,1,4013,2025-05-15 09:00:00,2025-05-15 13:00:00,2025-05-15 17:00:00,12.885724,77.54538,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1200,110023013202601200,202601200,2026-03-02 04:00:00,9014,3013,1002,1,1,101,1001,1,4004,2026-03-01 13:00:00,2026-03-01 17:00:00,2026-03-02 04:00:00,12.934234,77.707222,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1201,110033021202601201,202601201,2026-02-24 01:00:00,9243,3021,1003,1,2,104,1007,2,4008,2026-02-22 23:00:00,2026-02-23 09:00:00,2026-02-24 01:00:00,13.095981,77.478095,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1202,110043025202501202,202501202,2025-12-14 02:00:00,9230,3025,1004,1,1,104,1007,2,4009,2025-12-12 15:00:00,2025-12-12 20:00:00,2025-12-14 02:00:00,12.89265,77.715666,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1203,110013002202501203,202501203,2025-06-21 22:00:00,9278,3002,1001,1,1,103,1005,3,4001,2025-06-20 03:00:00,2025-06-20 10:00:00,2025-06-21 22:00:00,12.877155,77.514939,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1204,110033018202501204,202501204,2025-01-01 23:00:00,9343,3018,1003,1,1,102,1003,3,4003,2024-12-31 09:00:00,2024-12-31 15:00:00,2025-01-01 23:00:00,12.944295,77.721254,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1205,110043025202501205,202501205,2025-12-21 17:00:00,9355,3025,1004,1,2,102,1004,1,4010,2025-12-20 02:00:00,2025-12-20 14:00:00,2025-12-21 17:00:00,13.007897,77.685099,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1206,110013003202601206,202601206,2026-01-09 02:00:00,9114,3003,1001,1,1,102,1003,1,4009,2026-01-08 00:00:00,2026-01-08 12:00:00,2026-01-09 02:00:00,12.953278,77.690497,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1207,110023015202501207,202501207,2025-08-11 01:00:00,9354,3015,1002,1,2,102,1003,1,4003,2025-08-10 05:00:00,2025-08-10 08:00:00,2025-08-11 01:00:00,13.090513,77.716233,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1208,110023009202501208,202501208,2025-10-28 12:00:00,9038,3009,1002,1,1,101,1001,2,4003,2025-10-27 07:00:00,2025-10-27 15:00:00,2025-10-28 12:00:00,13.0981,77.728877,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1209,110053037202501209,202501209,2025-12-13 06:00:00,9275,3037,1005,1,2,102,1004,2,4010,2025-12-11 18:00:00,2025-12-11 21:00:00,2025-12-13 06:00:00,13.004311,77.536953,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1210,110023010202501210,202501210,2025-07-27 07:00:00,9007,3010,1002,1,2,101,1002,1,4006,2025-07-27 02:00:00,2025-07-27 14:00:00,2025-07-27 07:00:00,12.948134,77.664459,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1211,110013004202501211,202501211,2025-07-06 20:00:00,9099,3004,1001,1,2,102,1004,2,4009,2025-07-05 04:00:00,2025-07-05 07:00:00,2025-07-06 20:00:00,12.976723,77.697459,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1212,110043030202501212,202501212,2025-01-27 21:00:00,9150,3030,1004,1,2,104,1007,2,4015,2025-01-27 15:00:00,2025-01-27 21:00:00,2025-01-27 21:00:00,12.881244,77.504257,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1213,110053038202501213,202501213,2025-07-10 04:00:00,9094,3038,1005,1,2,104,1007,3,4005,2025-07-09 18:00:00,2025-07-09 19:00:00,2025-07-10 04:00:00,12.970878,77.648617,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1214,110023009202501214,202501214,2025-10-25 01:00:00,9356,3009,1002,1,1,102,1003,1,4004,2025-10-24 02:00:00,2025-10-24 03:00:00,2025-10-25 01:00:00,13.067063,77.744125,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1215,110013006202501215,202501215,2025-04-27 17:00:00,9197,3006,1001,1,1,103,1005,3,4007,2025-04-26 07:00:00,2025-04-26 08:00:00,2025-04-27 17:00:00,12.932499,77.609017,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1216,110043026202501216,202501216,2025-07-26 23:00:00,9205,3026,1004,1,1,102,1003,3,4011,2025-07-25 20:00:00,2025-07-25 22:00:00,2025-07-26 23:00:00,12.8859,77.658071,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1217,110013007202501217,202501217,2025-05-21 17:00:00,9060,3007,1001,1,2,103,1006,2,4004,2025-05-20 02:00:00,2025-05-20 14:00:00,2025-05-21 17:00:00,12.847137,77.646654,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1218,110023009202601218,202601218,2026-02-18 13:00:00,9195,3009,1002,1,2,103,1005,3,4006,2026-02-16 22:00:00,2026-02-17 03:00:00,2026-02-18 13:00:00,13.024766,77.49539,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1219,110053035202501219,202501219,2025-08-04 14:00:00,9118,3035,1005,1,2,101,1001,2,4006,2025-08-02 22:00:00,2025-08-03 05:00:00,2025-08-04 14:00:00,13.050988,77.453007,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1220,110033022202501220,202501220,2025-12-12 21:00:00,9315,3022,1003,1,2,104,1007,2,4003,2025-12-11 11:00:00,2025-12-11 23:00:00,2025-12-12 21:00:00,13.015834,77.609223,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1221,110043025202601221,202601221,2026-03-19 21:00:00,9087,3025,1004,1,1,103,1005,2,4008,2026-03-18 08:00:00,2026-03-18 16:00:00,2026-03-19 21:00:00,12.824807,77.711864,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1222,110013002202501222,202501222,2025-04-12 05:00:00,9159,3002,1001,1,2,104,1007,3,4013,2025-04-10 19:00:00,2025-04-10 21:00:00,2025-04-12 05:00:00,12.935859,77.710225,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1223,110023011202501223,202501223,2025-11-07 03:00:00,9150,3011,1002,1,2,103,1005,1,4006,2025-11-05 16:00:00,2025-11-05 23:00:00,2025-11-07 03:00:00,12.937545,77.671236,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1224,110043032202601224,202601224,2026-03-30 10:00:00,9309,3032,1004,1,1,101,1002,3,4015,2026-03-28 23:00:00,2026-03-29 02:00:00,2026-03-30 10:00:00,12.869047,77.489605,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1225,110053038202501225,202501225,2025-10-16 09:00:00,9360,3038,1005,1,1,102,1004,2,4013,2025-10-16 02:00:00,2025-10-16 07:00:00,2025-10-16 09:00:00,12.896567,77.637721,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1226,110053039202501226,202501226,2025-09-02 23:00:00,9389,3039,1005,1,2,104,1007,3,4014,2025-09-02 11:00:00,2025-09-02 16:00:00,2025-09-02 23:00:00,13.011229,77.642022,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1227,110043030202501227,202501227,2025-04-13 15:00:00,9259,3030,1004,1,2,101,1001,2,4005,2025-04-12 22:00:00,2025-04-13 06:00:00,2025-04-13 15:00:00,13.104253,77.691942,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1228,110023013202501228,202501228,2025-06-25 09:00:00,9033,3013,1002,1,1,104,1007,1,4014,2025-06-23 16:00:00,2025-06-24 04:00:00,2025-06-25 09:00:00,12.989754,77.72021,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1229,110033022202501229,202501229,2025-12-22 20:00:00,9014,3022,1003,1,1,102,1004,2,4008,2025-12-21 14:00:00,2025-12-21 18:00:00,2025-12-22 20:00:00,12.954717,77.592796,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1230,110013004202501230,202501230,2025-02-19 20:00:00,9293,3004,1001,1,1,101,1001,3,4007,2025-02-18 07:00:00,2025-02-18 17:00:00,2025-02-19 20:00:00,12.985201,77.600115,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1231,110043025202601231,202601231,2026-03-14 15:00:00,9173,3025,1004,1,1,104,1007,3,4013,2026-03-13 04:00:00,2026-03-13 11:00:00,2026-03-14 15:00:00,13.004014,77.605425,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1232,110053035202501232,202501232,2025-04-18 17:00:00,9080,3035,1005,1,1,104,1007,2,4015,2025-04-17 14:00:00,2025-04-17 15:00:00,2025-04-18 17:00:00,13.024757,77.629872,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1233,110013006202501233,202501233,2025-01-13 00:00:00,9327,3006,1001,1,1,104,1007,3,4012,2025-01-11 14:00:00,2025-01-12 00:00:00,2025-01-13 00:00:00,12.873409,77.688518,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1234,110053038202501234,202501234,2025-02-24 20:00:00,9084,3038,1005,1,1,103,1005,2,4013,2025-02-23 12:00:00,2025-02-23 15:00:00,2025-02-24 20:00:00,12.8609,77.710357,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1235,110043026202601235,202601235,2026-03-25 02:00:00,9218,3026,1004,1,1,101,1002,1,4014,2026-03-24 14:00:00,2026-03-25 00:00:00,2026-03-25 02:00:00,13.11838,77.552717,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1236,110023016202501236,202501236,2025-02-24 03:00:00,9337,3016,1002,1,1,103,1006,2,4006,2025-02-22 16:00:00,2025-02-23 04:00:00,2025-02-24 03:00:00,12.956006,77.503715,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1237,110043027202501237,202501237,2025-08-27 13:00:00,9250,3027,1004,1,1,101,1001,2,4009,2025-08-27 07:00:00,2025-08-27 11:00:00,2025-08-27 13:00:00,13.063955,77.614377,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1238,110013008202501238,202501238,2025-12-29 22:00:00,9355,3008,1001,1,2,102,1004,3,4011,2025-12-28 22:00:00,2025-12-29 03:00:00,2025-12-29 22:00:00,12.974895,77.703397,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
1239,110033019202501239,202501239,2025-08-13 01:00:00,9054,3019,1003,1,2,101,1001,3,4014,2025-08-12 01:00:00,2025-08-12 03:00:00,2025-08-13 01:00:00,12.905668,77.504116,Unknown miscreants broke open the lock of the house during late night hours and stole gold ornaments and cash.
1240,110043025202501240,202501240,2025-06-12 10:00:00,9025,3025,1004,1,1,102,1003,1,4002,2025-06-11 16:00:00,2025-06-11 21:00:00,2025-06-12 10:00:00,12.834544,77.64307,"Accused intercepted a commercial vehicle on the highway, threatened the driver with sharp weapons, and looted goods."
1241,110043032202501241,202501241,2025-08-19 07:00:00,9377,3032,1004,1,2,103,1006,1,4001,2025-08-17 07:00:00,2025-08-17 09:00:00,2025-08-19 07:00:00,12.840973,77.573325,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1242,110013004202501242,202501242,2025-05-17 01:00:00,9384,3004,1001,1,2,104,1007,1,4007,2025-05-15 02:00:00,2025-05-15 08:00:00,2025-05-17 01:00:00,12.91427,77.470308,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1243,110013008202501243,202501243,2025-03-11 20:00:00,9302,3008,1001,1,2,104,1007,3,4011,2025-03-10 07:00:00,2025-03-10 16:00:00,2025-03-11 20:00:00,13.108475,77.599375,A group of individuals assaulted the victim following a minor road rage incident causing grievous injuries.
1244,110053040202501244,202501244,2025-03-09 10:00:00,9016,3040,1005,1,1,101,1001,2,4014,2025-03-07 23:00:00,2025-03-08 00:00:00,2025-03-09 10:00:00,13.067153,77.461493,Complainant reported unauthorized debit transactions from bank account following a fake KYC verification call.
1245,110053038202601245,202601245,2026-03-04 13:00:00,9137,3038,1005,1,2,101,1001,1,4013,2026-03-04 05:00:00,2026-03-04 11:00:00,2026-03-04 13:00:00,13.047937,77.721311,Two persons riding a black motorcycle snatched a gold chain from a pedestrian near the bus stand and fled.
