CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
1034,IPC,302,1,1
1034,IT_ACT,302,1,2
1035,IPC,457,1,1
1035,POCSO,20,1,2
1036,IPC,379,1,1
1036,POCSO,66C,1,2
1036,IPC,66D,1,3
1037,IT_ACT,66C,1,1
1037,IT_ACT,392,1,2
1037,NDPS,392,1,3
1038,POCSO,302,1,1
1038,POCSO,20,1,2
1039,POCSO,457,1,1
1039,IPC,302,1,2
1039,NDPS,302,1,3
1040,IT_ACT,392,1,1
1040,POCSO,66C,1,2
1040,NDPS,66D,1,3
1041,POCSO,20,1,1
1041,POCSO,66C,1,2
1041,NDPS,379,1,3
1042,IT_ACT,457,1,1
1043,IPC,20,1,1
1043,IPC,66C,1,2
1044,IPC,66C,1,1
1044,IT_ACT,379,1,2
1045,IT_ACT,392,1,1
1045,NDPS,379,1,2
1046,IT_ACT,302,1,1
1046,IT_ACT,66C,1,2
1047,IPC,302,1,1
1047,IPC,66D,1,2
1048,NDPS,379,1,1
1048,NDPS,302,1,2
1049,IPC,302,1,1
1049,NDPS,66D,1,2
1050,IPC,302,1,1
1050,IT_ACT,302,1,2
1050,IPC,392,1,3
1051,NDPS,379,1,1
1051,IT_ACT,379,1,2
1051,IPC,457,1,3
1052,POCSO,457,1,1
1052,IT_ACT,302,1,2
1052,IT_ACT,392,1,3
1053,NDPS,302,1,1
1053,IT_ACT,302,1,2
1054,POCSO,392,1,1
1055,NDPS,66C,1,1
1055,IT_ACT,457,1,2
1055,IT_ACT,302,1,3
1056,IT_ACT,392,1,1
1056,POCSO,20,1,2
1057,POCSO,20,1,1
1057,NDPS,457,1,2
1057,IT_ACT,66D,1,3
1058,POCSO,392,1,1
1058,IPC,66C,1,2
1059,IT_ACT,302,1,1
1059,NDPS,379,1,2
1059,NDPS,379,1,3
1060,NDPS,66D,1,1
1061,IPC,66C,1,1
1061,POCSO,302,1,2
1061,NDPS,66D,1,3
1062,IPC,379,1,1
1062,IPC,302,1,2
1063,NDPS,457,1,1
1063,IPC,302,1,2
1063,NDPS,379,1,3
1064,IPC,302,1,1
1065,POCSO,66D,1,1
1066,IT_ACT,302,1,1
1066,IPC,379,1,2
1067,IT_ACT,302,1,1
1068,NDPS,457,1,1
1069,IT_ACT,66C,1,1
1069,IPC,66D,1,2
1070,NDPS,457,1,1
1071,IPC,302,1,1
1072,POCSO,302,1,1
1073,NDPS,20,1,1
1073,IPC,66D,1,2
1073,POCSO,302,1,3
1074,IT_ACT,392,1,1
1074,IT_ACT,379,1,2
1074,POCSO,392,1,3
1075,NDPS,379,1,1
1076,POCSO,457,1,1
1076,NDPS,392,1,2
1076,NDPS,392,1,3
1077,NDPS,20,1,1
1077,IT_ACT,302,1,2
1078,IT_ACT,20,1,1
1078,NDPS,392,1,2
1079,IT_ACT,457,1,1
1079,IPC,20,1,2
1079,POCSO,302,1,3
1080,POCSO,66D,1,1
1080,POCSO,66C,1,2
1081,NDPS,379,1,1
1081,POCSO,457,1,2
1081,NDPS,20,1,3
1082,IPC,302,1,1
1083,IT_ACT,379,1,1
1083,POCSO,20,1,2
1084,POCSO,20,1,1
1085,NDPS,302,1,1
1086,NDPS,66D,1,1
1086,NDPS,457,1,2
1086,POCSO,457,1,3
1087,IT_ACT,457,1,1
1087,NDPS,66D,1,2
1087,POCSO,457,1,3
1088,NDPS,66C,1,1
1089,IT_ACT,66C,1,1
1090,IPC,302,1,1
1091,POCSO,392,1,1
1091,IPC,66D,1,2
1091,IPC,66C,1,3
1092,IT_ACT,20,1,1
1092,IPC,392,1,2
1093,IPC,66D,1,1
1094,IPC,302,1,1
1094,IT_ACT,302,1,2
1095,NDPS,302,1,1
1095,POCSO,302,1,2
1096,IPC,392,1,1
1096,IPC,302,1,2
1097,NDPS,20,1,1
1098,IPC,66D,1,1
1098,IT_ACT,66C,1,2
1099,POCSO,20,1,1
1099,NDPS,66C,1,2
1099,IT_ACT,392,1,3
1100,IPC,66C,1,1
1100,POCSO,457,1,2
1100,POCSO,66D,1,3
1101,IPC,66C,1,1
1102,IT_ACT,20,1,1
1102,IPC,66D,1,2
1103,NDPS,392,1,1
1103,NDPS,457,1,2
1104,IPC,457,1,1
1104,POCSO,457,1,2
1104,POCSO,392,1,3
1105,POCSO,66C,1,1
1106,POCSO,66C,1,1
1107,NDPS,302,1,1
1108,IPC,379,1,1
1108,NDPS,66C,1,2
1108,POCSO,392,1,3
1109,IT_ACT,66D,1,1
1110,NDPS,302,1,1
1110,IPC,66C,1,2
1110,NDPS,379,1,3
1111,IPC,379,1,1
1112,IPC,379,1,1
1112,IT_ACT,392,1,2
1113,NDPS,66D,1,1
1113,NDPS,66C,1,2
1114,IPC,457,1,1
1114,IT_ACT,66D,1,2
1114,IT_ACT,379,1,3
1115,POCSO,379,1,1
1116,IPC,302,1,1
1117,IPC,457,1,1
1118,POCSO,66C,1,1
1118,NDPS,379,1,2
1118,POCSO,20,1,3
1119,IPC,66C,1,1
1119,NDPS,20,1,2
1120,NDPS,20,1,1
1121,POCSO,457,1,1
1121,IT_ACT,20,1,2
1122,IT_ACT,457,1,1
1122,POCSO,20,1,2
1123,IT_ACT,392,1,1
1123,IT_ACT,20,1,2
1123,IPC,66D,1,3
1124,NDPS,457,1,1
1125,IT_ACT,302,1,1
1125,NDPS,302,1,2
1126,IT_ACT,379,1,1
1127,IT_ACT,66D,1,1
1127,NDPS,392,1,2
1127,NDPS,66C,1,3
1128,IPC,392,1,1
1129,POCSO,302,1,1
1129,IPC,20,1,2
1130,IPC,302,1,1
1131,IPC,66D,1,1
1132,NDPS,302,1,1
1133,IPC,66C,1,1
1134,IPC,20,1,1
1135,IT_ACT,66D,1,1
1135,NDPS,379,1,2
1136,POCSO,302,1,1
1137,IT_ACT,20,1,1
1137,POCSO,392,1,2
1138,IT_ACT,392,1,1
1139,NDPS,302,1,1
1139,NDPS,302,1,2
1140,NDPS,66D,1,1
1140,POCSO,66D,1,2
1141,IT_ACT,20,1,1
1142,NDPS,66C,1,1
1143,NDPS,379,1,1
1144,NDPS,66D,1,1
1145,POCSO,66D,1,1
1145,NDPS,457,1,2
1146,NDPS,392,1,1
1146,IPC,392,1,2
1147,IT_ACT,392,1,1
1147,POCSO,457,1,2
1147,IT_ACT,20,1,3
1148,IPC,457,1,1
1148,NDPS,302,1,2
1149,IPC,66D,1,1
1149,POCSO,392,1,2
1149,IPC,392,1,3
1150,POCSO,302,1,1
1151,IT_ACT,392,1,1
1151,NDPS,379,1,2
1152,IT_ACT,302,1,1
1153,IPC,392,1,1
1153,IPC,20,1,2
1154,POCSO,457,1,1
1155,NDPS,66C,1,1
1155,NDPS,20,1,2
1155,NDPS,392,1,3
1156,IT_ACT,66C,1,1
1156,IPC,66C,1,2
1157,POCSO,457,1,1
1158,NDPS,20,1,1
1158,IT_ACT,392,1,2
1158,POCSO,379,1,3
1159,IT_ACT,457,1,1
1159,IT_ACT,392,1,2
1160,IT_ACT,379,1,1
1160,POCSO,66C,1,2
1161,IPC,66C,1,1
1162,IPC,302,1,1
1162,NDPS,392,1,2
1163,IT_ACT,66D,1,1
1163,NDPS,302,1,2
1164,POCSO,379,1,1
1164,POCSO,392,1,2
1165,IPC,66C,1,1
1165,IPC,20,1,2
1166,IT_ACT,302,1,1
1166,POCSO,302,1,2
1167,POCSO,379,1,1
1167,NDPS,392,1,2
1167,NDPS,457,1,3
1168,POCSO,66C,1,1
1168,IT_ACT,379,1,2
1169,IPC,302,1,1
1170,IPC,302,1,1
1171,IPC,20,1,1
1171,POCSO,66C,1,2
1172,IT_ACT,66D,1,1
1172,NDPS,66D,1,2
1173,IT_ACT,379,1,1
1173,POCSO,66D,1,2
1174,NDPS,66D,1,1
1175,IT_ACT,302,1,1
1175,POCSO,66D,1,2
1176,POCSO,457,1,1
1176,IPC,379,1,2
1176,NDPS,379,1,3
1177,POCSO,392,1,1
1177,POCSO,392,1,2
1177,IPC,392,1,3
1178,NDPS,457,1,1
1178,POCSO,302,1,2
1178,IPC,20,1,3
1179,NDPS,302,1,1
1179,POCSO,379,1,2
1179,IPC,66C,1,3
1180,NDPS,20,1,1
1181,IT_ACT,379,1,1
1181,IPC,66C,1,2
1181,IPC,457,1,3
1182,POCSO,302,1,1
1182,IT_ACT,379,1,2
1183,IPC,66C,1,1
1184,NDPS,302,1,1
1185,NDPS,302,1,1
1185,IT_ACT,302,1,2
1186,IT_ACT,457,1,1
1187,IT_ACT,20,1,1
1188,NDPS,66C,1,1
1188,NDPS,20,1,2
1189,POCSO,302,1,1
1189,IPC,302,1,2
1189,IPC,392,1,3
1190,NDPS,66C,1,1
1190,IPC,457,1,2
1191,IT_ACT,20,1,1
1192,IT_ACT,457,1,1
1192,IPC,392,1,2
1192,IT_ACT,302,1,3
1193,IPC,66D,1,1
1193,POCSO,302,1,2
1194,IPC,20,1,1
1195,IPC,302,1,1
1195,POCSO,302,1,2
1196,IT_ACT,457,1,1
1196,NDPS,457,1,2
1196,IT_ACT,66D,1,3
1197,NDPS,379,1,1
1198,NDPS,20,1,1
1198,NDPS,379,1,2
1199,POCSO,66C,1,1
1200,NDPS,379,1,1
1200,NDPS,66D,1,2
1201,POCSO,20,1,1
1202,POCSO,379,1,1
1203,POCSO,66D,1,1
1203,NDPS,379,1,2
1204,IT_ACT,66C,1,1
1205,POCSO,66D,1,1
1205,IPC,20,1,2
1205,POCSO,379,1,3
1206,NDPS,457,1,1
1206,IT_ACT,457,1,2
1207,IT_ACT,66D,1,1
1207,NDPS,66D,1,2
1208,NDPS,66C,1,1
1208,IPC,379,1,2
1208,NDPS,66D,1,3
1209,IPC,66C,1,1
1210,IT_ACT,302,1,1
1210,IPC,392,1,2
1210,POCSO,20,1,3
1211,IPC,20,1,1
1212,POCSO,392,1,1
1212,NDPS,457,1,2
1213,IPC,302,1,1
1213,IPC,66C,1,2
1214,NDPS,379,1,1
1214,POCSO,457,1,2
1214,POCSO,457,1,3
1215,POCSO,66C,1,1
1215,IPC,379,1,2
1215,POCSO,302,1,3
1216,NDPS,379,1,1
1216,IPC,20,1,2
1217,IT_ACT,66D,1,1
1217,NDPS,20,1,2
1217,NDPS,66C,1,3
1218,IT_ACT,392,1,1
1218,NDPS,392,1,2
1219,NDPS,66C,1,1
1219,IPC,392,1,2
1220,POCSO,20,1,1
1220,IPC,457,1,2
1221,IT_ACT,302,1,1
1221,POCSO,66C,1,2
1222,NDPS,457,1,1
1222,IT_ACT,20,1,2
1222,NDPS,302,1,3
1223,POCSO,66C,1,1
1223,POCSO,379,1,2
1223,POCSO,20,1,3
1224,IT_ACT,66C,1,1
1224,IPC,457,1,2
1225,IT_ACT,302,1,1
1225,NDPS,302,1,2
1225,POCSO,392,1,3
1226,IPC,379,1,1
1226,IPC,302,1,2
1227,POCSO,66C,1,1
1227,IT_ACT,392,1,2
1227,POCSO,20,1,3
1228,POCSO,66C,1,1
1228,IT_ACT,457,1,2
1228,IPC,379,1,3
1229,IPC,457,1,1
1230,POCSO,20,1,1
1230,POCSO,379,1,2
1231,NDPS,66D,1,1
1231,IT_ACT,66C,1,2
1231,IPC,302,1,3
1232,IPC,66C,1,1
1232,IT_ACT,379,1,2
1233,POCSO,392,1,1
1233,NDPS,379,1,2
1234,IT_ACT,302,1,1
1234,POCSO,379,1,2
1235,POCSO,66C,1,1
1235,POCSO,66C,1,2
1235,NDPS,379,1,3
1236,NDPS,302,1,1
1236,IPC,302,1,2
1237,IT_ACT,302,1,1
1237,IT_ACT,457,1,2
1238,POCSO,392,1,1
1238,IPC,66D,1,2
1238,NDPS,457,1,3
1239,POCSO,379,1,1
1239,POCSO,66C,1,2
1239,IT_ACT,66C,1,3
1240,IPC,457,1,1
1241,POCSO,66D,1,1
1241,IT_ACT,66C,1,2
1241,NDPS,20,1,3
1242,IPC,457,1,1
1242,POCSO,66C,1,2
1242,IPC,379,1,3
1243,POCSO,66D,1,1
1244,IPC,379,1,1
1245,IPC,66D,1,1
1245,POCSO,66D,1,2
1246,IPC,66C,1,1
1246,IT_ACT,66D,1,2
1247,IPC,392,1,1
1247,IT_ACT,20,1,2
1247,NDPS,379,1,3
1248,POCSO,392,1,1
1248,POCSO,392,1,2
1248,NDPS,66C,1,3
1249,NDPS,457,1,1
1250,IT_ACT,392,1,1
1250,NDPS,20,1,2
1251,NDPS,379,1,1
1252,IPC,66C,1,1
1252,POCSO,20,1,2
1252,IPC,392,1,3
1253,IT_ACT,66D,1,1
1254,POCSO,457,1,1
1254,POCSO,302,1,2
1254,POCSO,457,1,3
1255,NDPS,379,1,1
1255,POCSO,457,1,2
1255,POCSO,379,1,3
1256,NDPS,66D,1,1
1256,IT_ACT,66C,1,2
1257,POCSO,66D,1,1
1257,POCSO,66C,1,2
1258,POCSO,392,1,1
1259,IT_ACT,20,1,1
1259,IPC,20,1,2
1259,POCSO,379,1,3
1260,IT_ACT,457,1,1
1261,IT_ACT,66D,1,1
1261,IT_ACT,20,1,2
1261,NDPS,20,1,3
1262,NDPS,379,1,1
1262,POCSO,392,1,2
1263,IT_ACT,66C,1,1
1264,POCSO,302,1,1
1264,POCSO,392,1,2
1265,IPC,379,1,1
1265,NDPS,379,1,2
1265,POCSO,20,1,3
1266,IPC,457,1,1
1266,POCSO,302,1,2
1266,POCSO,457,1,3
1267,NDPS,302,1,1
1267,NDPS,379,1,2
1268,IT_ACT,392,1,1
1269,POCSO,379,1,1
1270,IT_ACT,392,1,1
1271,IT_ACT,379,1,1
1272,POCSO,302,1,1
1272,NDPS,379,1,2
1273,IPC,457,1,1
1273,NDPS,66D,1,2
1274,NDPS,302,1,1
1274,IPC,20,1,2
1274,NDPS,379,1,3
1275,NDPS,457,1,1
1275,IPC,392,1,2
1275,POCSO,66C,1,3
1276,POCSO,457,1,1
1277,IT_ACT,392,1,1
1277,POCSO,302,1,2
1278,IT_ACT,66C,1,1
1278,NDPS,66C,1,2
1279,IT_ACT,392,1,1
1279,IPC,457,1,2
1279,IT_ACT,20,1,3
1280,POCSO,457,1,1
1280,NDPS,66C,1,2
1281,NDPS,66D,1,1
1281,POCSO,392,1,2
1282,POCSO,66D,1,1
1283,POCSO,20,1,1
1283,IPC,20,1,2
1283,IPC,66C,1,3
1284,NDPS,457,1,1
1284,NDPS,457,1,2
1284,IPC,392,1,3
1285,POCSO,66C,1,1
1286,IT_ACT,66D,1,1
1286,NDPS,302,1,2
1286,IT_ACT,66D,1,3
1287,POCSO,379,1,1
1287,IT_ACT,20,1,2
1287,POCSO,379,1,3
1288,IT_ACT,20,1,1
1289,IT_ACT,66C,1,1
1290,IPC,20,1,1
1290,NDPS,392,1,2
1291,POCSO,379,1,1
1291,IT_ACT,379,1,2
1292,IT_ACT,457,1,1
1292,POCSO,379,1,2
1292,IT_ACT,66C,1,3
1293,POCSO,379,1,1
1294,POCSO,66D,1,1
1294,NDPS,66C,1,2
1295,IPC,302,1,1
1295,NDPS,457,1,2
1296,IT_ACT,302,1,1
1297,IPC,66D,1,1
1298,NDPS,392,1,1
1298,POCSO,302,1,2
1299,IT_ACT,302,1,1
1299,NDPS,20,1,2
1300,POCSO,457,1,1
1301,POCSO,392,1,1
1302,IT_ACT,302,1,1
1302,IT_ACT,392,1,2
1303,IPC,457,1,1
1303,NDPS,66D,1,2
1303,NDPS,457,1,3
1304,IT_ACT,392,1,1
1304,NDPS,302,1,2
1305,POCSO,457,1,1
1305,NDPS,379,1,2
1306,POCSO,66D,1,1
1307,IT_ACT,457,1,1
1307,NDPS,392,1,2
1307,IT_ACT,392,1,3
1308,IPC,302,1,1
1308,POCSO,66D,1,2
1308,IT_ACT,66D,1,3
1309,IT_ACT,66D,1,1
1309,IT_ACT,457,1,2
1310,NDPS,457,1,1
1310,IT_ACT,302,1,2
1310,IPC,302,1,3
1311,POCSO,379,1,1
1311,NDPS,392,1,2
1312,IPC,457,1,1
1312,IPC,392,1,2
1313,IPC,392,1,1
1313,IT_ACT,66D,1,2
1314,NDPS,457,1,1
1314,NDPS,20,1,2
1315,NDPS,20,1,1
1316,IPC,66D,1,1
1316,POCSO,302,1,2
1316,IPC,379,1,3
1317,POCSO,379,1,1
1317,POCSO,379,1,2
1317,IPC,379,1,3
1318,IT_ACT,20,1,1
1318,NDPS,379,1,2
1319,POCSO,302,1,1
1319,NDPS,66C,1,2
1320,IPC,302,1,1
1320,IT_ACT,20,1,2
1321,POCSO,66D,1,1
1321,IT_ACT,66C,1,2
1322,IPC,66C,1,1
1322,NDPS,20,1,2
1323,IT_ACT,20,1,1
1324,POCSO,379,1,1
1324,IPC,66C,1,2
1325,NDPS,392,1,1
1325,POCSO,20,1,2
1326,IT_ACT,20,1,1
1327,POCSO,66D,1,1
1327,NDPS,457,1,2
1328,IT_ACT,20,1,1
1328,IT_ACT,302,1,2
1328,POCSO,66D,1,3
1329,IT_ACT,457,1,1
1330,NDPS,20,1,1
1330,IPC,457,1,2
1330,NDPS,66C,1,3
1331,IPC,20,1,1
1331,NDPS,392,1,2
1331,POCSO,66D,1,3
1332,IT_ACT,20,1,1
1332,IPC,302,1,2
1333,POCSO,20,1,1
1333,NDPS,379,1,2
1333,POCSO,66C,1,3
1334,NDPS,379,1,1
1334,IT_ACT,457,1,2
1334,NDPS,302,1,3
1335,IPC,66C,1,1
1335,IPC,457,1,2
1335,NDPS,457,1,3
1336,IT_ACT,20,1,1
1337,IT_ACT,392,1,1
1337,NDPS,392,1,2
1338,POCSO,302,1,1
1339,IT_ACT,66D,1,1
1339,IT_ACT,457,1,2
1340,NDPS,392,1,1
1340,IPC,20,1,2
1341,IPC,457,1,1
1342,IT_ACT,379,1,1
1343,NDPS,392,1,1
1344,NDPS,302,1,1
1345,IPC,392,1,1
1345,IT_ACT,302,1,2
1345,IPC,66C,1,3
1346,NDPS,66C,1,1
1346,POCSO,392,1,2
1347,IPC,457,1,1
1347,IT_ACT,457,1,2
1348,IPC,66C,1,1
1349,POCSO,302,1,1
1350,POCSO,20,1,1
1350,POCSO,66D,1,2
1350,NDPS,392,1,3
1351,POCSO,302,1,1
1352,NDPS,302,1,1
1352,IT_ACT,379,1,2
1353,NDPS,66C,1,1
1353,IT_ACT,66D,1,2
1354,IPC,20,1,1
1354,POCSO,302,1,2
1354,IPC,66C,1,3
1355,IT_ACT,302,1,1
1355,NDPS,457,1,2
1356,IPC,379,1,1
1356,IPC,66D,1,2
1356,IPC,457,1,3
1357,IT_ACT,379,1,1
1358,IT_ACT,66C,1,1
1358,POCSO,66D,1,2
1359,POCSO,379,1,1
1359,IT_ACT,302,1,2
1360,NDPS,20,1,1
1360,IPC,457,1,2
1361,IPC,66C,1,1
1361,POCSO,457,1,2
1361,NDPS,66C,1,3
1362,POCSO,20,1,1
1363,NDPS,66C,1,1
1364,POCSO,66D,1,1
1365,IPC,66D,1,1
1365,POCSO,20,1,2
1365,POCSO,20,1,3
1366,POCSO,302,1,1
1367,IT_ACT,457,1,1
1367,IPC,457,1,2
1367,IT_ACT,302,1,3
1368,NDPS,66D,1,1
1368,IT_ACT,66D,1,2
1368,NDPS,457,1,3
1369,IPC,392,1,1
1369,POCSO,457,1,2
1369,IT_ACT,457,1,3
1370,IT_ACT,66D,1,1
1371,IPC,20,1,1
1371,NDPS,20,1,2
1372,IT_ACT,66D,1,1
1372,IPC,302,1,2
1373,NDPS,66C,1,1
1373,POCSO,20,1,2
1373,POCSO,66D,1,3
1374,IT_ACT,457,1,1
1375,POCSO,66C,1,1
1375,NDPS,66D,1,2
1375,NDPS,66C,1,3
1376,POCSO,392,1,1
1376,IT_ACT,457,1,2
1376,IT_ACT,379,1,3
1377,NDPS,66C,1,1
1377,POCSO,457,1,2
1377,NDPS,20,1,3
1378,POCSO,457,1,1
1378,IT_ACT,20,1,2
1379,IT_ACT,66C,1,1
1379,IPC,302,1,2
1380,IT_ACT,66D,1,1
1380,IT_ACT,66C,1,2
1380,POCSO,457,1,3
1381,NDPS,302,1,1
1381,NDPS,20,1,2
1381,IPC,457,1,3
1382,POCSO,392,1,1
1383,POCSO,457,1,1
1384,IPC,379,1,1
1384,POCSO,379,1,2
1384,IPC,20,1,3
1385,POCSO,20,1,1
1385,IT_ACT,66D,1,2
1385,POCSO,66D,1,3
1386,POCSO,379,1,1
1387,IT_ACT,66D,1,1
1388,NDPS,66C,1,1
1388,POCSO,20,1,2
1388,NDPS,66D,1,3
1389,IT_ACT,379,1,1
1389,NDPS,457,1,2
1389,NDPS,379,1,3
1390,IPC,302,1,1
1390,NDPS,302,1,2
1391,NDPS,20,1,1
1391,NDPS,379,1,2
1392,POCSO,302,1,1
1392,POCSO,66C,1,2
1392,POCSO,66D,1,3
1393,POCSO,392,1,1
1393,IPC,66D,1,2
1394,NDPS,302,1,1
1394,IPC,379,1,2
1394,NDPS,457,1,3
1395,NDPS,302,1,1
1395,IPC,392,1,2
1396,NDPS,66D,1,1
1397,IT_ACT,379,1,1
1397,IT_ACT,392,1,2
1398,IPC,20,1,1
1399,IT_ACT,66C,1,1
1399,POCSO,379,1,2
1400,NDPS,20,1,1
1400,IPC,457,1,2
1400,IPC,20,1,3
1401,IPC,66D,1,1
1401,IT_ACT,392,1,2
1401,IT_ACT,379,1,3
1402,NDPS,392,1,1
1402,IT_ACT,20,1,2
1402,IPC,66C,1,3
1403,IT_ACT,66D,1,1
1403,IPC,66C,1,2
1404,POCSO,66C,1,1
1405,IPC,457,1,1
1406,IPC,379,1,1
1406,POCSO,20,1,2
1407,NDPS,66D,1,1
1407,POCSO,302,1,2
1408,NDPS,302,1,1
1409,IT_ACT,379,1,1
1409,NDPS,392,1,2
1409,POCSO,392,1,3
1410,IPC,392,1,1
1411,NDPS,20,1,1
1412,IPC,66C,1,1
1412,POCSO,457,1,2
1413,POCSO,66C,1,1
1414,IPC,457,1,1
1414,NDPS,66C,1,2
1415,POCSO,457,1,1
1415,POCSO,379,1,2
1415,NDPS,66C,1,3
1416,POCSO,66D,1,1
1417,POCSO,392,1,1
1417,NDPS,392,1,2
1418,POCSO,302,1,1
1418,IPC,66D,1,2
1419,POCSO,392,1,1
1420,POCSO,20,1,1
1421,POCSO,392,1,1
1422,POCSO,457,1,1
1422,POCSO,457,1,2
1423,POCSO,457,1,1
1424,IT_ACT,20,1,1
1424,IPC,20,1,2
1425,NDPS,302,1,1
1426,IPC,379,1,1
1426,POCSO,66D,1,2
1426,NDPS,302,1,3
1427,POCSO,66D,1,1
1428,POCSO,20,1,1
1428,NDPS,66C,1,2
1429,IT_ACT,392,1,1
1429,IPC,392,1,2
1429,NDPS,457,1,3
1430,IPC,20,1,1
1431,NDPS,457,1,1
1432,POCSO,66D,1,1
1432,IT_ACT,379,1,2
1433,NDPS,302,1,1
1433,NDPS,457,1,2
1433,IPC,20,1,3
1434,NDPS,379,1,1
1435,IT_ACT,457,1,1
1435,IPC,66D,1,2
1436,IT_ACT,66D,1,1
1436,NDPS,66C,1,2
1436,NDPS,20,1,3
1437,IT_ACT,392,1,1
1437,IT_ACT,66D,1,2
1438,IPC,20,1,1
1438,IPC,392,1,2
1439,IPC,20,1,1
1440,NDPS,392,1,1
1440,NDPS,392,1,2
1440,IT_ACT,457,1,3
1441,IPC,302,1,1
1442,NDPS,379,1,1
1443,IT_ACT,379,1,1
1444,IPC,66D,1,1
1444,POCSO,66D,1,2
1444,NDPS,379,1,3
1445,POCSO,20,1,1
1445,IT_ACT,20,1,2
1446,IPC,20,1,1
1446,POCSO,66C,1,2
1447,POCSO,457,1,1
1447,POCSO,20,1,2
1448,POCSO,66C,1,1
1449,NDPS,66C,1,1
1450,NDPS,379,1,1
1451,NDPS,66D,1,1
1451,IPC,302,1,2
1452,IPC,457,1,1
1452,NDPS,392,1,2
1453,IT_ACT,66C,1,1
1454,NDPS,457,1,1
1454,NDPS,20,1,2
1455,IPC,379,1,1
1455,IPC,20,1,2
1456,NDPS,457,1,1
1456,IPC,379,1,2
1457,POCSO,20,1,1
1458,IT_ACT,66C,1,1
1458,POCSO,302,1,2
1458,IPC,379,1,3
1459,NDPS,20,1,1
1459,NDPS,457,1,2
1460,IT_ACT,66C,1,1
1460,IPC,457,1,2
1461,POCSO,379,1,1
1462,POCSO,20,1,1
1462,POCSO,392,1,2
1463,NDPS,66C,1,1
1463,IT_ACT,66C,1,2
1463,POCSO,66D,1,3
1464,IT_ACT,66C,1,1
1464,IPC,302,1,2
1465,POCSO,66C,1,1
1465,POCSO,66D,1,2
1465,NDPS,457,1,3
1466,IT_ACT,20,1,1
1466,NDPS,66C,1,2
1467,IPC,66C,1,1
1467,NDPS,66C,1,2
1467,POCSO,66C,1,3
1468,IT_ACT,379,1,1
1469,IPC,66C,1,1
1469,NDPS,302,1,2
1470,POCSO,379,1,1
1470,IT_ACT,66C,1,2
1470,NDPS,379,1,3
1471,NDPS,66D,1,1
1471,IT_ACT,392,1,2
1472,NDPS,379,1,1
1472,POCSO,66D,1,2
1472,IT_ACT,457,1,3
1473,IT_ACT,20,1,1
1473,IPC,66C,1,2
1473,POCSO,457,1,3
1474,POCSO,66C,1,1
1474,POCSO,66D,1,2
1475,NDPS,457,1,1
1475,IT_ACT,457,1,2
1475,IT_ACT,457,1,3
1476,NDPS,392,1,1
1476,IPC,66C,1,2
1477,NDPS,66D,1,1
1477,IPC,379,1,2
1477,POCSO,457,1,3
1478,IPC,392,1,1
1479,IT_ACT,20,1,1
1480,IPC,66C,1,1
1480,POCSO,457,1,2
1480,POCSO,20,1,3
1481,NDPS,392,1,1
1481,IPC,20,1,2
1482,POCSO,302,1,1
1482,IT_ACT,20,1,2
1482,IT_ACT,20,1,3
1483,NDPS,66D,1,1
1483,IT_ACT,457,1,2
1484,IT_ACT,457,1,1
1485,IT_ACT,20,1,1
1486,IT_ACT,379,1,1
1486,NDPS,302,1,2
1486,POCSO,66D,1,3
1487,IT_ACT,66D,1,1
1487,IPC,457,1,2
1488,IT_ACT,302,1,1
1488,POCSO,302,1,2
1488,IPC,392,1,3
1489,IT_ACT,66D,1,1
1489,NDPS,66D,1,2
1489,NDPS,457,1,3
1490,NDPS,66C,1,1
1490,POCSO,379,1,2
1490,IPC,379,1,3
1491,IPC,66D,1,1
1491,POCSO,379,1,2
1491,NDPS,392,1,3
1492,POCSO,302,1,1
1493,NDPS,379,1,1
1494,IT_ACT,302,1,1
1495,IT_ACT,20,1,1
1496,IT_ACT,66D,1,1
1496,NDPS,66D,1,2
1497,IPC,392,1,1
1497,IT_ACT,20,1,2
1498,IPC,66C,1,1
1499,NDPS,392,1,1
1500,IT_ACT,302,1,1
1500,IPC,20,1,2
1500,NDPS,392,1,3
1501,POCSO,20,1,1
1501,POCSO,392,1,2
1501,IPC,457,1,3
1502,NDPS,392,1,1
1502,POCSO,392,1,2
1502,IT_ACT,302,1,3
1503,IPC,392,1,1
1504,IPC,66C,1,1
1505,IT_ACT,66D,1,1
1505,NDPS,302,1,2
1505,NDPS,302,1,3
1506,IPC,20,1,1
1506,NDPS,302,1,2
1507,IPC,20,1,1
1508,NDPS,66C,1,1
1508,NDPS,302,1,2
1509,NDPS,457,1,1
1509,IT_ACT,66D,1,2
1509,IPC,20,1,3
1510,POCSO,379,1,1
1511,IPC,457,1,1
1511,POCSO,66D,1,2
1512,NDPS,66D,1,1
1512,IT_ACT,302,1,2
1513,POCSO,392,1,1
1513,POCSO,302,1,2
1513,POCSO,66C,1,3
1514,NDPS,302,1,1
1515,POCSO,457,1,1
1516,NDPS,379,1,1
1516,IPC,66C,1,2
1517,POCSO,302,1,1
1518,IPC,20,1,1
1518,POCSO,20,1,2
1518,IPC,379,1,3
1519,IT_ACT,20,1,1
1519,POCSO,66D,1,2
1519,IPC,379,1,3
1520,IPC,379,1,1
1520,POCSO,20,1,2
1520,IPC,20,1,3
1521,IT_ACT,66C,1,1
1522,NDPS,66C,1,1
