CSID,CaseMasterID,csdate,cstype,PolicePersonID
1223,2747,2026-05-19 00:00:00,A,9294
1224,2750,2026-04-06 00:00:00,A,9105
1225,2754,2026-03-31 00:00:00,A,9359
1226,2757,2026-05-15 00:00:00,A,9048
1227,2758,2026-04-07 00:00:00,A,9011
1228,2763,2025-04-02 00:00:00,A,9084
1229,2765,2025-09-22 00:00:00,A,9028
1230,2767,2026-02-19 00:00:00,A,9254
1231,2769,2025-11-22 00:00:00,A,9324
1232,2770,2025-08-28 00:00:00,A,9281
1233,2772,2026-04-05 00:00:00,A,9240
1234,2773,2025-11-09 00:00:00,A,9340
1235,2775,2025-04-10 00:00:00,A,9307
1236,2779,2026-02-20 00:00:00,A,9054
1237,2780,2025-03-26 00:00:00,A,9385
1238,2781,2025-06-14 00:00:00,A,9074
1239,2784,2025-12-29 00:00:00,A,9249
1240,2785,2025-10-21 00:00:00,A,9199
1241,2788,2025-10-23 00:00:00,A,9234
1242,2790,2025-08-04 00:00:00,A,9244
1243,2792,2025-12-18 00:00:00,A,9257
1244,2796,2025-12-14 00:00:00,A,9173
1245,2798,2025-04-07 00:00:00,A,9082
1246,2800,2025-11-01 00:00:00,A,9249
1247,2804,2025-06-17 00:00:00,A,9008
1248,2806,2026-02-22 00:00:00,A,9338
1249,2807,2025-11-10 00:00:00,A,9331
1250,2808,2025-11-21 00:00:00,A,9295
1251,2811,2026-05-25 00:00:00,B,9375
1252,2812,2025-11-11 00:00:00,A,9218
1253,2814,2025-07-10 00:00:00,A,9040
1254,2815,2025-03-21 00:00:00,A,9379
1255,2816,2026-03-30 00:00:00,B,9261
1256,2818,2026-05-27 00:00:00,A,9111
1257,2821,2026-03-03 00:00:00,A,9072
1258,2823,2025-04-15 00:00:00,A,9258
1259,2825,2025-05-02 00:00:00,A,9132
1260,2826,2025-09-22 00:00:00,B,9229
1261,2829,2025-06-10 00:00:00,A,9337
1262,2831,2025-08-07 00:00:00,B,9388
1263,2832,2025-03-19 00:00:00,B,9200
1264,2833,2025-06-26 00:00:00,B,9286
1265,2834,2025-11-21 00:00:00,B,9021
1266,2835,2026-03-10 00:00:00,A,9175
1267,2837,2026-02-03 00:00:00,A,9099
1268,2838,2025-04-24 00:00:00,A,9060
1269,2840,2025-03-22 00:00:00,B,9168
1270,2841,2025-02-12 00:00:00,A,9357
1271,2842,2026-02-21 00:00:00,A,9124
1272,2843,2025-03-24 00:00:00,A,9386
1273,2845,2026-02-01 00:00:00,B,9198
1274,2846,2025-09-09 00:00:00,C,9206
1275,2847,2026-05-07 00:00:00,B,9381
1276,2848,2026-05-08 00:00:00,A,9388
1277,2854,2026-03-23 00:00:00,B,9259
1278,2859,2025-04-22 00:00:00,A,9229
1279,2863,2026-02-13 00:00:00,B,9145
1280,2864,2025-03-26 00:00:00,A,9353
1281,2865,2026-01-30 00:00:00,C,9260
1282,2866,2026-03-24 00:00:00,A,9376
1283,2869,2026-02-03 00:00:00,B,9005
1284,2870,2026-03-11 00:00:00,B,9299
1285,2871,2026-04-04 00:00:00,A,9285
1286,2874,2025-05-14 00:00:00,B,9222
1287,2878,2025-05-08 00:00:00,A,9397
1288,2881,2026-02-18 00:00:00,A,9224
1289,2882,2026-02-25 00:00:00,A,9051
1290,2884,2025-05-20 00:00:00,A,9145
1291,2888,2026-02-05 00:00:00,A,9375
1292,2890,2026-02-27 00:00:00,C,9393
1293,2891,2025-04-13 00:00:00,A,9223
1294,2892,2026-03-02 00:00:00,A,9368
1295,2893,2025-10-09 00:00:00,A,9328
1296,2896,2025-02-19 00:00:00,A,9019
1297,2898,2025-06-15 00:00:00,A,9078
1298,2899,2025-07-15 00:00:00,A,9004
1299,2910,2025-03-02 00:00:00,A,9177
1300,2911,2025-08-14 00:00:00,A,9148
1301,2912,2026-04-10 00:00:00,A,9247
1302,2913,2025-10-19 00:00:00,A,9055
1303,2914,2026-01-05 00:00:00,A,9060
1304,2915,2026-02-08 00:00:00,A,9199
1305,2917,2026-05-07 00:00:00,A,9396
1306,2919,2026-03-11 00:00:00,A,9251
1307,2920,2025-08-28 00:00:00,A,9075
1308,2921,2025-11-05 00:00:00,A,9354
1309,2923,2025-03-21 00:00:00,A,9073
1310,2924,2025-07-13 00:00:00,A,9270
1311,2925,2026-01-14 00:00:00,A,9308
1312,2926,2025-08-05 00:00:00,A,9300
1313,2930,2025-12-28 00:00:00,C,9070
1314,2931,2025-06-21 00:00:00,A,9166
1315,2936,2026-05-25 00:00:00,A,9369
1316,2939,2025-05-02 00:00:00,A,9153
1317,2944,2025-09-16 00:00:00,A,9321
1318,2946,2025-07-10 00:00:00,C,9223
1319,2947,2025-08-14 00:00:00,A,9128
1320,2949,2025-08-16 00:00:00,A,9129
1321,2954,2025-12-05 00:00:00,A,9383
1322,2955,2025-05-08 00:00:00,A,9351
1323,2957,2026-02-01 00:00:00,A,9036
1324,2959,2025-04-12 00:00:00,B,9102
1325,2960,2025-12-25 00:00:00,A,9187
1326,2961,2025-05-17 00:00:00,A,9326
1327,2963,2025-11-06 00:00:00,C,9311
1328,2964,2026-03-23 00:00:00,A,9231
1329,2965,2025-11-04 00:00:00,B,9007
1330,2966,2025-11-22 00:00:00,A,9263
1331,2968,2025-12-01 00:00:00,A,9318
1332,2969,2025-11-25 00:00:00,A,9049
1333,2971,2025-11-14 00:00:00,A,9093
1334,2972,2026-03-27 00:00:00,A,9009
1335,2973,2026-03-22 00:00:00,A,9320
1336,2974,2025-05-06 00:00:00,A,9019
1337,2977,2025-04-21 00:00:00,A,9167
1338,2979,2026-05-10 00:00:00,B,9066
1339,2980,2026-02-28 00:00:00,A,9130
1340,2984,2026-01-04 00:00:00,C,9149
1341,2985,2026-03-02 00:00:00,A,9059
1342,2987,2025-10-04 00:00:00,A,9150
1343,2990,2025-11-15 00:00:00,A,9281
1344,2995,2025-09-10 00:00:00,A,9015
1345,2998,2025-04-14 00:00:00,A,9337
1346,3001,2026-03-04 00:00:00,C,9310
1347,3002,2026-02-09 00:00:00,B,9191
